broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit,test_mention,nearest_train_mention,proximity,bin
age_and_family_status,2,9419,singles,France,aux femmes célibataires,partial,partial,0.98228514,1,1,1,aux femmes célibataires,des célibataires,0.9202811,Q5
age_and_family_status,2,9420,couples,France,en couple,seen,seen,0.97815186,1,0,1,en couple,Couple,0.95507824,seen
age_and_family_status,2,9420,singles,France,célibataires,seen,seen,0.9879445,1,1,1,célibataires,célibataires,0.99999994,seen
age_and_family_status,2,9438,parents and families,France,des parents,seen,seen,0.99176687,1,1,1,des parents,des parents,0.99999994,seen
age_and_family_status,2,9457,"youth, including students and apprentices",France,les futurs étudiants del'université,partial,partial,0.98381585,1,1,1,les futurs étudiants del'université,junge Akademiker,0.873842,Q4
age_and_family_status,2,9468,"minors, including children and pupils",France,d’enfants de la rue,partial,partial,0.9707534,1,1,1,d’enfants de la rue,les enfants du quartier,0.9163715,Q5
age_and_family_status,2,9514,parents and families,Germany,"diejenigen, die Kinder erziehen",partial,partial,0.00021919196,0,0,1,"diejenigen, die Kinder erziehen",Einige Eltern der Kinder,0.8805691,Q4
age_and_family_status,2,9514,"minors, including children and pupils",Germany,Kinder,seen,seen,0.98421127,1,1,0,Kinder,Kinder,1.0000001,seen
age_and_family_status,2,9585,couples,Germany,mit klassischen Paaren heterosexueller Art,partial,partial,0.9652812,1,0,1,mit klassischen Paaren heterosexueller Art,les couples hétérosexuels,0.89242375,Q4
age_and_family_status,2,9593,singles,Germany,Überzeugte Singles,partial,partial,0.9910663,1,0,1,Überzeugte Singles,Singles,0.8518326,Q4
age_and_family_status,2,9596,singles,Germany,Singles,seen,seen,0.9905627,1,0,1,Singles,Singles,1.0,seen
age_and_family_status,2,9610,parents and families,Germany,Eltern,seen,seen,0.0010676597,0,0,1,Eltern,Eltern,1.0,seen
age_and_family_status,2,9618,middle-aged and pre-retirement age groups,Germany,Vorruhestandsalter,unseen,unseen,0.084835455,0,0,1,Vorruhestandsalter,Les quinquagénaires,0.82941073,Q3
age_and_family_status,2,9629,couples,France,les couples hétérosexuels,seen,seen,0.99030566,1,1,1,les couples hétérosexuels,les couples hétérosexuels,0.9999998,seen
age_and_family_status,2,9636,"youth, including students and apprentices",France,des 20-30 ans,seen,seen,0.8821799,1,0,1,des 20-30 ans,des 15-24 ans,0.92353404,seen
age_and_family_status,2,9636,middle-aged and pre-retirement age groups,France,les quinquagénaires,seen,seen,0.6290856,1,0,1,les quinquagénaires,Les quinquagénaires,0.99696,seen
age_and_family_status,2,9637,middle-aged and pre-retirement age groups,France,quinqua | les sexagénaires,partial | unseen,partial,0.7157566,1,0,1,les sexagénaires,des femmes en couple du même âge,0.7323485,Q2
age_and_family_status,2,9638,middle-aged and pre-retirement age groups,France,un préretraité,unseen,unseen,0.0076133204,0,0,0,un préretraité,des quadras et quinquas,0.6568609,Q1
identities,0,82,"people with an immigration background, including immigrants",Germany,Migranten,seen,seen,0.98363864,1,1,1,Migranten,Migranten,0.99999994,seen
identities,0,84,"people with an immigration background, including immigrants",Germany,Flüchtlings,seen,seen,0.9834947,1,0,1,Flüchtlings,Flüchtlings,0.99999976,seen
identities,0,92,"people with an immigration background, including immigrants",Germany,palästinensischer Einwanderer,partial,partial,0.97925687,1,0,1,palästinensischer Einwanderer,Einwanderer aus dem Osten,0.7115735,Q2
identities,0,283,women,Germany,"Die Frauen, die jeden Tag aufstehen müssen, um gegen Brustkrebs zu kämpfen",partial,partial,0.9765638,1,1,1,"Die Frauen, die jeden Tag aufstehen müssen, um gegen Brustkrebs zu kämpfen",die sich mit ihr solidarisierenden Frauen,0.6557016,Q1
identities,0,293,women,Germany,Grundschülerinnen,partial,partial,0.0014708877,0,0,0,Grundschülerinnen,den Mädchen im Grundschulalter,0.8694527,Q4
identities,0,354,"people with an immigration background, including immigrants",Germany,vieler Menschen aus Afghanistan,unseen,unseen,0.20102991,0,0,1,vieler Menschen aus Afghanistan,dieser Menschen in ihre syrische Heimat,0.6681035,Q1
identities,0,471,women,Germany,mit blonden nackten Frauen,partial,partial,0.9765702,1,1,1,mit blonden nackten Frauen,nackte Frauen,0.8410549,Q3
identities,0,477,"people with an immigration background, including immigrants",Germany,ausländischer Jugendlicher,partial,partial,0.9832343,1,0,1,ausländischer Jugendlicher,junger engagierter Menschen mit Migrationshintergrund,0.8258792,Q3
identities,0,485,women,Germany,keine weiteren Frauen,seen,seen,0.9829281,1,1,1,keine weiteren Frauen,nicht mehr genug Frauen,0.77782696,seen
identities,0,533,LGBTQIA+,Germany,Homo | gleichgeschlechtliche Paare,seen | partial,seen,0.97630864,1,0,1,gleichgeschlechtliche Paare,les couples homos,0.93651253,seen
identities,0,650,men,Germany,trans Mann,partial,partial,0.9805493,1,0,0,trans Mann,trans Mädchen,0.78274095,Q2
identities,0,650,women,Germany,trans Frau,seen,seen,0.97736657,1,1,0,trans Frau,trans Frauen,0.8948622,seen
identities,0,650,LGBTQIA+,Germany,trans Frau | Kinder,seen | unseen,seen,0.97975737,1,1,1,trans Frau,trans Frauen,0.8948622,seen
identities,0,771,women,Germany,Frauen,seen,seen,0.9797468,1,1,1,Frauen,Frauen,0.99999994,seen
identities,0,772,"people with an immigration background, including immigrants",Germany,Flüchtlings,seen,seen,0.9834221,1,1,1,Flüchtlings,Flüchtlings,0.99999976,seen
identities,0,812,men,Germany,Trans,partial,partial,0.9784929,1,1,1,Trans,trans Mädchen,0.7290182,Q2
identities,0,812,LGBTQIA+,Germany,Trans | die Männer | trans Personen,seen | partial | seen,seen,0.97449344,1,1,1,trans Personen,trans Personen,1.0000001,seen
identities,0,815,multiple (or other) religious or minority groups,Germany,religiösen,partial,partial,0.059889365,0,0,1,religiösen,les religieux,0.9503691,Q5
identities,0,846,disabled people,Germany,Blinden | Blinde,seen | seen,seen,0.95209336,1,0,1,Blinden,Blinden,1.0,seen
identities,0,850,men,Germany,den Männern in der Altersklasse 50-54,partial,partial,0.9747975,1,1,1,den Männern in der Altersklasse 50-54,des hommes âgés de 20 à 39 ans,0.9017277,Q4
identities,0,901,"people with an immigration background, including immigrants",Germany,viele anerkannte Flüchtlinge,seen,seen,0.98354393,1,1,1,viele anerkannte Flüchtlinge,die anerkannten Flüchtlinge,0.9522515,seen
identities,0,1015,"people with an immigration background, including immigrants",Germany,Flüchtlings | Flüchtlinge,seen | seen,seen,0.9835845,1,1,1,Flüchtlinge,Flüchtlinge,0.9999999,seen
identities,0,1040,"people with an immigration background, including immigrants",Germany,200 000 Menschen,no_content,no_content,0.0022263264,0,0,0,200 000 Menschen,500 bis 600 Menschen,0.65849507,
identities,0,1112,women,Germany,als Frau,seen,seen,0.934394,1,1,1,als Frau,zur Frau,0.93357724,seen
identities,0,1112,cisgender and heterosexuals,Germany,cis,partial,partial,0.9568966,1,1,1,cis,cis Frau,0.77300286,Q2
identities,0,1156,LGBTQIA+,Germany,trans,seen,seen,0.8003432,1,1,0,trans,Trans,0.9954813,seen
identities,0,1166,LGBTQIA+,Germany,"lesbischen, schwulen und transsexuellen  Kulturschaffenden",partial,partial,0.9799628,1,0,1,"lesbischen, schwulen und transsexuellen Kulturschaffenden",der queeren Gemeinschaft,0.8285811,Q3
identities,0,1310,women,Germany,"die ,,Females' | ihre Protagonistinnen",unseen | unseen,unseen,0.9830852,1,0,1,ihre Protagonistinnen,die intriganten Feindinnen der Filmheldin,0.768739,Q2
identities,0,1431,"people with an immigration background, including immigrants",Germany,sogenannte Gefährder,unseen,unseen,0.3745201,0,0,1,sogenannte Gefährder,Les clandestins,0.7256037,Q2
identities,0,1438,"people with an immigration background, including immigrants",Germany,200 oder mehr Flüchtlinge,seen,seen,0.98361087,1,1,1,200 oder mehr Flüchtlinge,viele Flüchtlinge,0.86687636,seen
identities,0,1439,women,Germany,als trans Frau,seen,seen,0.80428255,1,1,0,als trans Frau,Die trans Frau,0.97115326,seen
identities,0,1439,LGBTQIA+,Germany,als trans Frau,seen,seen,0.94233733,1,1,1,als trans Frau,Die trans Frau,0.9711534,seen
identities,0,1461,men,Germany,seiner Helden,unseen,unseen,0.00076926616,0,0,0,seiner Helden,Mann,0.5871998,Q1
identities,0,1461,women,Germany,Heldinnen,unseen,unseen,0.04245696,0,0,0,Heldinnen,Superfrauen,0.7329924,Q2
identities,0,1568,"people with an immigration background, including immigrants",Germany,Flüchtlings,seen,seen,0.9837193,1,1,1,Flüchtlings,Flüchtlings,0.99999976,seen
identities,0,1582,"people with an immigration background, including immigrants",Germany,russischer Flüchtlinge,partial,partial,0.9835523,1,1,1,russischer Flüchtlinge,ukrainische Flüchtlinge,0.878246,Q4
identities,0,1605,men,Germany,cis Männern,partial,partial,0.9775174,1,1,1,cis Männern,der Männer,0.9405252,Q5
identities,0,1605,cisgender and heterosexuals,Germany,cis Männern,partial,partial,0.96670914,1,1,1,cis Männern,verkleidete cis Männer,0.78219044,Q2
identities,0,1610,women,Germany,Feministinnen | lesbischen,partial | partial,partial,0.0009471523,0,0,1,Feministinnen,Les Femmes,0.89236397,Q4
identities,0,1610,LGBTQIA+,Germany,lesbischen,partial,partial,0.9760567,1,0,1,lesbischen,Schwule,0.770769,Q2
identities,0,1693,"people with an immigration background, including immigrants",Germany,"Türken, die in Deutschland in Haft sind",partial,partial,0.0062895026,0,0,0,"Türken, die in Deutschland in Haft sind",türkischstämmige Bürger in Deutschland,0.77289927,Q2
identities,0,1864,women,Germany,die Frauen,seen,seen,0.98218197,1,1,1,die Frauen,die Frauen,1.0,seen
identities,0,1898,men,Germany,Männer,seen,seen,0.9813067,1,1,1,Männer,Männer,1.0000002,seen
identities,0,1898,women,Germany,"Frauen, die Männer als Sexobjekte sähen",partial,partial,0.98226434,1,1,1,"Frauen, die Männer als Sexobjekte sähen",der Sexarbeiterinnen,0.7276969,Q2
identities,0,1919,"people with an immigration background, including immigrants",Germany,Flüchtlinge | die Migranten,seen | seen,seen,0.9836114,1,1,1,Flüchtlinge,Flüchtlinge,0.9999999,seen
identities,0,2145,women,Germany,die Zuschauerinnen,unseen,unseen,0.00043584406,0,0,1,die Zuschauerinnen,andere,0.6389663,Q1
identities,0,2156,"people with an immigration background, including immigrants",Germany,Ausländer,seen,seen,0.8601065,1,0,0,Ausländer,Ausländer,1.0000001,seen
identities,0,2236,LGBTQIA+,Germany,um Liebe winselnden Transvestiten,partial,partial,0.16483253,0,0,1,um Liebe winselnden Transvestiten,Die trans Frau,0.88446236,Q4
identities,0,2256,LGBTQIA+,Germany,der queeren Community | Viele in der Szene,partial | partial,partial,0.97818714,1,0,1,der queeren Community,der queeren Gemeinschaft,0.99233913,Q5
identities,0,2389,men,Germany,Junge | Mann,seen | no_content,seen,0.9775058,1,0,0,Mann,Mann,1.0000005,seen
identities,0,2389,women,Germany,Eine trans Frau,seen,seen,0.96214086,1,1,0,Eine trans Frau,eine trans Frau,0.9996203,seen
identities,0,2389,cisgender and heterosexuals,Germany,Wer nicht trans ist,seen,seen,0.9729912,1,1,1,Wer nicht trans ist,die nicht trans sind,0.9041467,seen
identities,0,2389,LGBTQIA+,Germany,Eine trans Frau,seen,seen,0.9604209,1,1,1,Eine trans Frau,eine trans Frau,0.99962,seen
identities,0,2444,men,Germany,Männern,seen,seen,0.98330206,1,1,0,Männern,Männern,1.0,seen
identities,0,2558,women,Germany,die Mutter,seen,seen,0.97342765,1,0,0,die Mutter,la mère,0.9947259,seen
identities,0,2583,Christians,Germany,Gläubigen,unseen,unseen,0.00016648171,0,0,1,Gläubigen,aux peuples chrétiens,0.8486405,Q4
identities,0,2620,men,Germany,zwei Männer,seen,seen,0.97138566,1,1,0,zwei Männer,einige Männer,0.77326536,seen
identities,0,2620,women,Germany,zwei Frauen,seen,seen,0.44977072,0,1,0,zwei Frauen,diese Frauen,0.8075771,seen
identities,0,2620,LGBTQIA+,Germany,zwei Männer | zwei Frauen | eine Familie,partial | seen | unseen,seen,9.8991e-05,0,1,1,eine Familie,deux parents du même sexe,0.66996557,seen
identities,0,2670,"people with an immigration background, including immigrants",Germany,die Asylbewerber,seen,seen,0.9836091,1,1,1,die Asylbewerber,die Asylbewerber,0.9999999,seen
identities,0,2705,men,Germany,Männer,seen,seen,0.97630227,1,1,1,Männer,Männer,1.0000002,seen
identities,0,2705,women,Germany,keine Feministinnen,partial,partial,0.0005862402,0,1,0,keine Feministinnen,keine junge Frau,0.76928055,Q2
identities,0,2744,men,Germany,männlicher,partial,partial,0.00016927804,0,0,1,männlicher,d'hommes,0.93900526,Q5
identities,0,2744,women,Germany,weiblicher,partial,partial,0.97105026,1,0,1,weiblicher,féminine,0.96237993,Q5
identities,0,2915,"people with an immigration background, including immigrants",France,des enfants d'immigrés,seen,seen,0.98269075,1,0,1,des enfants d'immigrés,des enfants d'immigrés,0.99999976,seen
identities,0,3016,Jews,France,Juifs,seen,seen,0.9816907,1,1,1,Juifs,Les juifs,0.9706929,seen
identities,0,3122,"people with an immigration background, including immigrants",France,des sans-papiers,seen,seen,0.00028578594,0,0,1,des sans-papiers,des sans-papiers,1.0000001,seen
identities,0,3122,Ethnic and racial minorities,France,les petits beurs,unseen,unseen,3.380627e-05,0,0,1,les petits beurs,un Zigane,0.49860737,Q1
identities,0,3210,Jews,France,ses amis juifs,partial,partial,0.95946145,1,1,1,ses amis juifs,des juifs,0.8420166,Q3
identities,0,3313,women,France,des femmes,seen,seen,0.4896853,0,1,1,des femmes,des femmes,0.9999997,seen
identities,0,3407,men,France,Tous ces hommes,seen,seen,0.18810023,0,1,1,Tous ces hommes,der übrigen Männer,0.8663066,seen
identities,0,3409,women,France,si peu de femmes,seen,seen,0.98223096,1,1,1,si peu de femmes,nicht mehr genug Frauen,0.87143147,seen
identities,0,3453,men,France,les masculins,unseen,unseen,0.9579072,1,0,1,les masculins,d'hommes,0.9369278,Q5
identities,0,3453,women,France,les féminines,seen,seen,0.9819072,1,0,1,les féminines,de femmes,0.986734,seen
identities,0,3469,"people with an immigration background, including immigrants",France,le migrateur,partial,partial,0.16683517,0,0,1,le migrateur,den Migranten,0.89353013,Q4
identities,0,4156,Muslims,France,17 000 Français musulmans,partial,partial,0.001315852,0,0,1,17 000 Français musulmans,du Conseil français du culte musulman,0.71454465,Q2
identities,0,4181,women,France,des mamans venues avec leurs bambins dans des poussettes,partial,partial,0.9802806,1,0,0,des mamans venues avec leurs bambins dans des poussettes,les mamans,0.7909245,Q3
identities,0,4294,"people with an immigration background, including immigrants",France,des familles « lourdes » d'immigrés qui posent des problèmes sociaux,partial,partial,0.98358256,1,0,1,des familles « lourdes » d'immigrés qui posent des problèmes sociaux,des enfants d'immigrés,0.77744216,Q2
identities,0,4325,women,France,trois à vingt autres hôtesses,seen,seen,0.0002133128,0,0,0,trois à vingt autres hôtesses,nos hôtesses,0.76658523,seen
identities,0,4332,women,France,des femmes,seen,seen,0.9827344,1,1,1,des femmes,des femmes,0.9999997,seen
identities,0,4438,women,France,les femmes de cinquante à soixante-neuf ans,partial,partial,0.9821929,1,1,1,les femmes de cinquante à soixante-neuf ans,des femmes mariées de plus de 50 ans,0.8927312,Q4
